# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
11	c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b	c45596cca3ec5d3c98fd3bdc1fb3bca53a3352a1	2026-05-01T06:54:40-03:00	2026-05-01T11:54:40+02:00	commit	Number of running and stopped VMs as preset variables for `Network` type Quota tariffs (#11689)	S4	#992		framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/PresetVariableHelper.java;framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/ResourceCounting.java;framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/Value.java;framework/quota/src/test/java/org/apache/cloudstack/quota/activationrule/presetvariables/PresetVariableHelperTest.java;plugins/database/quota/src/main/java/org/apache/cloudstack/api/response/QuotaResponseBuilderImpl.java				046774433634f730573837f1ecba77f47fcbba41	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
12	0b169920f34c815fc169d5a105f330949c8e5259	64ac0822b439d71796108f0f41485b61e3b8b395	2026-04-27T09:13:58+01:00	2026-04-27T13:43:58+05:30	commit	make dh group 31 default, support 22-24+31 (#12764)	S6	#997	S7	ui/src/views/network/CreateVpnCustomerGateway.vue;utils/src/main/java/com/cloud/utils/net/NetUtils.java;utils/src/test/java/com/cloud/utils/net/NetUtilsTest.java			ui/src/views/network/CreateVpnCustomerGateway.vue	8b07549c16c450ab727537eecb50a938e737a137	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/0b169920f34c815fc169d5a105f330949c8e5259	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
13	ffebe8eaa64607e4294ee2d072e53b0347de5e9e	0b169920f34c815fc169d5a105f330949c8e5259	2026-04-27T15:38:52+05:30	2026-04-27T15:38:52+05:30	commit	Fix bulk power state query missing VM lifecycle state field (#13027)	S5A	#993		engine/schema/src/main/java/com/cloud/vm/dao/VMInstanceDaoImpl.java				12e405e21076ec63596c72fecbe641e4aff7ae56	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ffebe8eaa64607e4294ee2d072e53b0347de5e9e	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
14	92d82989e327470c48d3ad2123a93011c0fb5ae3	ffebe8eaa64607e4294ee2d072e53b0347de5e9e	2026-04-30T05:46:26-03:00	2026-04-30T14:16:26+05:30	commit	Correction of the user responsible for the  event (#13066)	S3	#991		server/src/main/java/com/cloud/resourcelimit/ResourceLimitManagerImpl.java				fcc9ef46de79298d88131f8296c5f3f6b16e1afa	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/92d82989e327470c48d3ad2123a93011c0fb5ae3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
15	1f5dba9bd2d33e95c63cc04b57df51b5c7921630	92d82989e327470c48d3ad2123a93011c0fb5ae3	2026-04-30T12:22:35-03:00	2026-04-30T20:52:35+05:30	commit	Release reserved storage resources on VM deployment failure (#13048)	S4	#992		engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java	engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql			a7eeaa1eb2c72ac43e2158757ba645454e4bb016	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1f5dba9bd2d33e95c63cc04b57df51b5c7921630	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
16	8906aa1d460166044feb11f5a511a140ca776281	c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b;1f5dba9bd2d33e95c63cc04b57df51b5c7921630	2026-05-01T22:51:01+05:30	2026-05-01T22:51:01+05:30	merge	Merge branch '4.22'	S2	#990	S6	engine/schema/src/main/java/com/cloud/vm/dao/VMInstanceDaoImpl.java;engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql;server/src/main/java/com/cloud/resourcelimit/ResourceLimitManagerImpl.java;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java;ui/src/views/network/VpnCustomerGateway.vue;utils/src/main/java/com/cloud/utils/net/NetUtils.java;utils/src/test/java/com/cloud/utils/net/NetUtilsTest.java	engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql		ui/src/views/network/VpnCustomerGateway.vue							Merge Resolution Review	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/8906aa1d460166044feb11f5a511a140ca776281	VPN UI DH22/23/24/31 및 기본 Group31, props/data 합성 확인. 신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
17	a17bff9ba8770349c3b8344cb45778e89d4379f4	8906aa1d460166044feb11f5a511a140ca776281	2026-05-03T22:09:41+05:30	2026-05-03T18:39:41+02:00	commit	ui: fix webhook filters listing (#13068)	S3	#991	S7	ui/public/locales/en.json;ui/src/components/view/ListView.vue;ui/src/components/view/WebhookFiltersTab.vue			ui/public/locales/en.json;ui/src/components/view/ListView.vue;ui/src/components/view/WebhookFiltersTab.vue	55037c4e0ef4d8b3be8a7c40352127b64552c2ac	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a17bff9ba8770349c3b8344cb45778e89d4379f4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
18	1e512ab9c6505641a944db2c878514e189b9f5f6	a17bff9ba8770349c3b8344cb45778e89d4379f4	2026-05-03T22:15:54+05:30	2026-05-03T18:45:54+02:00	commit	Skip QemuImgTest when libvirt native library cannot load (#13086)	S2	#990		plugins/hypervisors/kvm/src/test/java/org/apache/cloudstack/utils/qemu/QemuImgTest.java				c9b99f1be20213ef77508d4366f0f08e183d7af5	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1e512ab9c6505641a944db2c878514e189b9f5f6	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
19	96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	1e512ab9c6505641a944db2c878514e189b9f5f6	2026-05-06T13:41:11-03:00	2026-05-06T13:41:11-03:00	commit	Add option to control MAC address reuse for VR public NICs (#13001)	S6	#997	S4,S7	api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkProfile.java;api/src/main/java/com/cloud/network/vpc/Vpc.java;api/src/main/java/com/cloud/network/vpc/VpcService.java;api/src/main/java/org/apache/cloudstack/api/ApiConstants.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/CreateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/UpdateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/CreateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/response/NetworkResponse.java;api/src/main/java/org/apache/cloudstack/api/response/VpcResponse.java;api/src/test/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmdTest.java;engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;engine/schema/src/main/java/com/cloud/network/dao/NetworkVO.java;engine/schema/src/main/java/com/cloud/network/vpc/VpcVO.java;engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql;server/src/main/java/com/cloud/api/ApiResponseHelper.java;server/src/main/java/com/cloud/network/NetworkMigrationManagerImpl.java;server/src/main/java/com/cloud/network/NetworkServiceImpl.java;server/src/main/java/com/cloud/network/router/NetworkHelperImpl.java;server/src/main/java/com/cloud/network/vpc/VpcManagerImpl.java;server/src/main/java/org/apache/cloudstack/network/router/deployment/RouterDeploymentDefinition.java;server/src/main/java/org/apache/cloudstack/network/router/deployment/VpcRouterDeploymentDefinition.java;server/src/test/java/com/cloud/network/NetworkServiceImplTest.java;server/src/test/java/com/cloud/network/router/NetworkHelperImplTest.java;server/src/test/java/com/cloud/network/vpc/VpcManagerImplTest.java;server/src/test/java/com/cloud/vpc/MockNetworkManagerImpl.java;ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/config/section/network.js;ui/src/views/AutogenView.vue;ui/src/views/network/CreateIsolatedNetworkForm.vue;ui/src/views/network/CreateVpc.vue;ui/src/views/network/UpdateNetwork.vue	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkProfile.java;api/src/main/java/com/cloud/network/vpc/Vpc.java;api/src/main/java/com/cloud/network/vpc/VpcService.java;api/src/main/java/org/apache/cloudstack/api/ApiConstants.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/CreateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/UpdateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/CreateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/response/NetworkResponse.java;api/src/main/java/org/apache/cloudstack/api/response/VpcResponse.java;api/src/test/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmdTest.java	ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/config/section/network.js;ui/src/views/AutogenView.vue;ui/src/views/network/CreateIsolatedNetworkForm.vue;ui/src/views/network/CreateVpc.vue;ui/src/views/network/UpdateNetwork.vue	4d2bb3cc757e0497ee510a1d24a2370583e9037e	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
20	cbc1ae738803544ba52c7072f81d0dc3847786de	96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	2026-05-07T10:06:32-03:00	2026-05-07T10:06:32-03:00	commit	Bump the github-actions-dependencies group across 1 directory with 9 updates (#13042)	S2	#990		.github/workflows/ci.yml;.github/workflows/codecov.yml;.github/workflows/codeql-analysis.yml;.github/workflows/daily-repo-status.lock.yml;.github/workflows/docker-cloudstack-simulator.yml;.github/workflows/issue-triage-agent.lock.yml;.github/workflows/merge-conflict-checker.yml;.github/workflows/ui.yml				bc0046cd45daf9c1c6cb1b92142d30c17fb03589	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/cbc1ae738803544ba52c7072f81d0dc3847786de	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
21	f6efda50d2f6fd27179e6d9b105081b1a828967d	cbc1ae738803544ba52c7072f81d0dc3847786de	2026-05-07T17:11:54+02:00	2026-05-07T17:11:54+02:00	commit	Update .asf.yaml: Add ingox as collaborator(#12058)	S2	#990		.asf.yaml				faae4e3255262cc31f936f8be695a03588dd4781	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f6efda50d2f6fd27179e6d9b105081b1a828967d	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
22	4425ee423480d12a71a867300c366b87c2e53ab4	f6efda50d2f6fd27179e6d9b105081b1a828967d	2026-05-08T06:07:31+05:30	2026-05-07T21:37:31-03:00	commit	Remove unnecessary if-else branch in template permission validation (#12683)	S3	#991		server/src/main/java/com/cloud/api/query/QueryManagerImpl.java				c2d70895dc2b8b046595423a9b72aed49dcb7cb0	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4425ee423480d12a71a867300c366b87c2e53ab4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
23	72b99a3f8ce2265d51dd42526afaf1b399f378f3	4425ee423480d12a71a867300c366b87c2e53ab4	2026-05-08T10:56:50+05:30	2026-05-08T10:56:50+05:30	commit	Make resource deletion safer with name confirmation (#13104)	S7	#998		ui/public/locales/en.json;ui/src/config/section/project.js;ui/src/views/AutogenView.vue			ui/public/locales/en.json;ui/src/config/section/project.js;ui/src/views/AutogenView.vue	4b7e05bf7f015257df48551c5b6d05e26147a9fd	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/72b99a3f8ce2265d51dd42526afaf1b399f378f3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
24	519715e81a65b9df4fa4ef589b2bfd2cd79f442e	1f5dba9bd2d33e95c63cc04b57df51b5c7921630	2026-05-04T14:41:35+05:30	2026-05-04T14:41:35+05:30	commit	Fix id in listguestosmapping search (#13082)	S5A	#993		server/src/main/java/com/cloud/server/ManagementServerImpl.java				5434038e6e9348e1e7d91ebd3efe0c722fc487c5	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/519715e81a65b9df4fa4ef589b2bfd2cd79f442e	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
25	5b9a3d7d320e2dd5bf58d517007d80ce347d89a8	519715e81a65b9df4fa4ef589b2bfd2cd79f442e	2026-05-04T11:13:06+02:00	2026-05-04T14:43:06+05:30	commit	linstor: Fix a file handle resource leak opening template.properties (#13091)	S5B	#994		plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/storage/LinstorStorageAdaptor.java				43c779d3fb0b42e0a1c11c885f3758915034a708	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/5b9a3d7d320e2dd5bf58d517007d80ce347d89a8	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
26	89d915493fb83c5e0abe8db0fc1800bedc5be42b	2511fdffaad8e7bf08328a7363e0437bf32d355b	2026-03-27T01:55:16-03:00	2026-04-20T08:37:21+02:00	commit	Fix NPE on external/unmanaged instance import using custom offerings (#12884)	S5A	#993		server/src/main/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImpl.java;server/src/test/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImplTest.java				dda9d0ced050f4cb7b7cac47925e8428d379f655	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/89d915493fb83c5e0abe8db0fc1800bedc5be42b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
27	a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	89d915493fb83c5e0abe8db0fc1800bedc5be42b	2026-03-27T10:19:52+05:30	2026-04-20T08:37:53+02:00	commit	Fix Revert Instance to Snapshot with custom service offering (#12885)	S5A	#993		server/src/main/java/com/cloud/vm/snapshot/VMSnapshotManagerImpl.java;server/src/test/java/com/cloud/vm/snapshot/VMSnapshotManagerTest.java				4ed6f7f406b8d1597146274a63313485503e61e4	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
28	2eef7aa9a272a1346e5caea3c3a84f3f5264afed	a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	2026-04-30T13:52:39+02:00	2026-04-30T13:52:39+02:00	commit	adding default deny keys also when there are no other keys	S3	#991		framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManagerImpl.java				dbc437a8afccaf230ccea15844852ce4020cb5c5	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2eef7aa9a272a1346e5caea3c3a84f3f5264afed	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
29	3e688b0197863bd35635d7e0999b91a35b692ac6	5b9a3d7d320e2dd5bf58d517007d80ce347d89a8;2eef7aa9a272a1346e5caea3c3a84f3f5264afed	2026-05-06T11:13:45+02:00	2026-05-06T11:13:45+02:00	merge	Merge tag '4.22.0.1' into 4.22	S2	#990	S5A	framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManagerImpl.java;server/src/main/java/com/cloud/vm/snapshot/VMSnapshotManagerImpl.java;server/src/test/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImplTest.java										Merge Resolution Review	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/3e688b0197863bd35635d7e0999b91a35b692ac6	실행 중 disk-only snapshot revert 제한, unmanaged import 호출/테스트 합성. a127a26ebd 대조.
30	ddcc0c889d723651d0072f8736865577d5315601	3e688b0197863bd35635d7e0999b91a35b692ac6	2026-05-08T12:20:06+05:30	2026-05-08T12:20:06+05:30	commit	Don't delete volume on store if it is not created or doesn't exist on it (#13111)	S5B	#994		engine/storage/volume/src/main/java/org/apache/cloudstack/storage/volume/VolumeServiceImpl.java				8bef9c0e42b44b69f87ba50933810a33869cdbb9	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ddcc0c889d723651d0072f8736865577d5315601	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
31	4359198904c54f9b5bc9afa0d9e474beb4ec2d4d	ddcc0c889d723651d0072f8736865577d5315601	2026-05-08T19:50:50+05:30	2026-05-08T19:50:50+05:30	commit	KVM Host HA improvements - Fix to not cancel VM HA items when Host HA inspection in progress, and some code improvements (#13088)	S5A	#993		api/src/main/java/com/cloud/ha/Investigator.java;api/src/main/java/org/apache/cloudstack/api/command/admin/ha/ConfigureHAForHostCmd.java;core/src/main/java/com/cloud/agent/api/CheckOnHostAnswer.java;core/src/main/java/com/cloud/agent/api/CheckOnHostCommand.java;engine/components-api/src/main/java/com/cloud/ha/HighAvailabilityManager.java;plugins/hypervisors/hyperv/src/main/java/com/cloud/ha/HypervInvestigator.java;plugins/hypervisors/kvm/src/main/java/com/cloud/ha/KVMInvestigator.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/KVMHABase.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/KVMHAChecker.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/KVMHAMonitor.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/KVMHAVMActivityChecker.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtCheckOnHostCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtCheckVMActivityOnStoragePoolCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/IscsiAdmStoragePool.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStoragePool.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/LibvirtStoragePool.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/MultipathSCSIPool.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/ScaleIOStoragePool.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/kvm/ha/KVMHAConfig.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/kvm/ha/KVMHAProvider.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/kvm/ha/KVMHostActivityChecker.java;plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResourceTest.java;plugins/hypervisors/simulator/src/main/java/com/cloud/ha/SimulatorInvestigator.java;plugins/hypervisors/vmware/src/main/java/com/cloud/ha/VmwareInvestigator.java;plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/storage/LinstorStoragePool.java;plugins/storage/volume/storpool/src/main/java/com/cloud/hypervisor/kvm/storage/StorPoolStoragePool.java;scripts/vm/hypervisor/kvm/kvmheartbeat.sh;server/src/main/java/com/cloud/ha/CheckOnAgentInvestigator.java;server/src/main/java/com/cloud/ha/HighAvailabilityManagerImpl.java;server/src/main/java/com/cloud/ha/KVMFencer.java;server/src/main/java/com/cloud/ha/ManagementIPSystemVMInvestigator.java;server/src/main/java/com/cloud/ha/UserVmDomRInvestigator.java;server/src/main/java/com/cloud/ha/XenServerInvestigator.java;server/src/main/java/org/apache/cloudstack/ha/HAManager.java;server/src/main/java/org/apache/cloudstack/ha/HAManagerImpl.java;server/src/main/java/org/apache/cloudstack/ha/HAResourceCounter.java;server/src/main/java/org/apache/cloudstack/ha/task/ActivityCheckTask.java;server/src/main/java/org/apache/cloudstack/ha/task/BaseHATask.java;server/src/test/java/com/cloud/ha/HighAvailabilityManagerImplTest.java;utils/src/main/java/org/apache/cloudstack/utils/redfish/RedfishClient.java		api/src/main/java/com/cloud/ha/Investigator.java;api/src/main/java/org/apache/cloudstack/api/command/admin/ha/ConfigureHAForHostCmd.java		4f39372b78233ad26b945d106fb83b3ba6984d5f	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4359198904c54f9b5bc9afa0d9e474beb4ec2d4d	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
